features;accuracy;timeTraining;timeTesting
5440;66.5625;0.18547487258911133;0.06190085411071777
5450;66.5625;0.18352127075195312;0.06108999252319336
5460;66.5625;0.18410301208496094;0.06177783012390137
5470;66.5625;0.18424010276794434;0.06086564064025879
5480;66.5625;0.18538618087768555;0.06086468696594238
5490;66.5625;0.18481969833374023;0.061591386795043945
5500;66.5625;0.18583130836486816;0.06203436851501465
5510;66.5625;0.1903223991394043;0.06467247009277344
5520;66.5625;0.184434175491333;0.06077146530151367
5530;66.5625;0.18215513229370117;0.061161041259765625
5540;66.5625;0.18236184120178223;0.06211233139038086
5550;66.5625;0.1831800937652588;0.06120491027832031
5560;66.5625;0.20228052139282227;0.06052255630493164
5570;66.5625;0.18258142471313477;0.06056404113769531
5580;66.5625;0.18132686614990234;0.06043648719787598
5590;66.5625;0.18308711051940918;0.06023287773132324
5600;66.5625;0.19168543815612793;0.06395506858825684
5610;66.5625;0.1829385757446289;0.06105995178222656
5620;65.3125;0.18586254119873047;0.0630197525024414
5630;65.3125;0.1872408390045166;0.06411027908325195
5640;65.3125;0.18602800369262695;0.06252408027648926
5650;65.3125;0.18806695938110352;0.06283402442932129
5660;65.3125;0.18773531913757324;0.06261754035949707
5670;65.3125;0.18976211547851562;0.06499385833740234
5680;65.3125;0.18701624870300293;0.06286191940307617
5690;65.3125;0.18688082695007324;0.06363105773925781
5700;65.3125;0.18521833419799805;0.06377959251403809
5710;65.3125;0.20336556434631348;0.06382083892822266
5720;65.3125;0.1897878646850586;0.06803679466247559
5730;65.3125;0.18818998336791992;0.06316542625427246
5740;65.3125;0.18894004821777344;0.06432342529296875
5750;65.3125;0.18696808815002441;0.0646669864654541
5760;65.3125;0.18925046920776367;0.06477689743041992
5770;65.3125;0.19480133056640625;0.06393122673034668
5780;65.3125;0.1858680248260498;0.06380820274353027
5790;65.3125;0.18624114990234375;0.06380939483642578
5800;65.3125;0.18798398971557617;0.06443667411804199
5810;65.3125;0.1880335807800293;0.0636436939239502
5820;65.3125;0.1949324607849121;0.06517767906188965
5830;65.3125;0.18705463409423828;0.0632791519165039
5840;65.3125;0.18913865089416504;0.06422257423400879
5850;65.3125;0.18932628631591797;0.06485843658447266
5860;65.3125;0.20785975456237793;0.06514692306518555
5870;65.3125;0.19626879692077637;0.06480669975280762
5880;65.3125;0.18912672996520996;0.06483817100524902
5890;65.3125;0.18910861015319824;0.06513309478759766
5900;65.3125;0.19157910346984863;0.06977200508117676
5910;65.3125;0.1876826286315918;0.06459927558898926
5920;65.3125;0.18831419944763184;0.06444191932678223
5930;65.3125;0.18833374977111816;0.06681180000305176
5940;65.3125;0.18951010704040527;0.06404352188110352
5950;65.3125;0.18833136558532715;0.06471371650695801
5960;65.3125;0.19002366065979004;0.06498980522155762
5970;65.3125;0.18859481811523438;0.06404328346252441
5980;65.3125;0.1874997615814209;0.06364560127258301
5990;65.3125;0.18968677520751953;0.06445193290710449
6000;65.3125;0.18932008743286133;0.06546998023986816
6010;65.3125;0.20887470245361328;0.06501603126525879
6020;65.3125;0.19034886360168457;0.06511640548706055
6030;65.3125;0.1900932788848877;0.06590652465820312
6040;65.3125;0.18909955024719238;0.06441950798034668
6050;65.3125;0.1897578239440918;0.06556367874145508
6060;65.3125;0.1885836124420166;0.06495547294616699
6070;65.3125;0.18991327285766602;0.0640265941619873
6080;65.3125;0.1886448860168457;0.0652613639831543
6090;65.3125;0.18926262855529785;0.06569075584411621
6100;65.3125;0.1910538673400879;0.0659329891204834
6110;65.3125;0.19192266464233398;0.06710577011108398
6120;65.3125;0.19010543823242188;0.06422948837280273
6130;65.3125;0.18860960006713867;0.06463789939880371
6140;65.3125;0.18943047523498535;0.06444716453552246
6150;65.3125;0.19102120399475098;0.06528568267822266
6160;65.3125;0.2082221508026123;0.06522297859191895
6170;65.3125;0.18802285194396973;0.06524658203125
6180;65.3125;0.190537691116333;0.06499552726745605
6190;65.3125;0.1898958683013916;0.06525206565856934
6200;65.3125;0.18939423561096191;0.06548213958740234
6210;65.3125;0.18880105018615723;0.06504559516906738
6220;65.3125;0.18904900550842285;0.06433224678039551
6230;65.3125;0.18780946731567383;0.0651390552520752
6240;65.3125;0.1889357566833496;0.06428647041320801
6250;65.3125;0.18929719924926758;0.06409454345703125
6260;65.3125;0.18924808502197266;0.06507706642150879
6270;65.3125;0.19408297538757324;0.06529378890991211
6280;65.3125;0.18880963325500488;0.06552505493164062
6290;65.3125;0.18992924690246582;0.06564974784851074
6300;65.3125;0.190382719039917;0.06802201271057129
6310;65.3125;0.20892572402954102;0.06534934043884277
6320;65.3125;0.18909978866577148;0.06480789184570312
6330;65.3125;0.1961357593536377;0.06553936004638672
6340;65.625;0.19010496139526367;0.06467676162719727
6350;65.625;0.19091296195983887;0.06561112403869629
6360;65.3125;0.1951150894165039;0.06549787521362305
6370;65.3125;0.18963408470153809;0.06500887870788574
6380;65.3125;0.19192028045654297;0.06720638275146484
6390;65.3125;0.19136810302734375;0.07048511505126953
6400;65.3125;0.1908562183380127;0.06472086906433105
6410;65.3125;0.18902206420898438;0.06507492065429688
6420;65.3125;0.19793415069580078;0.06565427780151367
6430;65.3125;0.19196462631225586;0.06417179107666016
6440;65.3125;0.19090652465820312;0.06650114059448242
6450;65.3125;0.19515204429626465;0.07004165649414062
6460;65.3125;0.20779204368591309;0.06503725051879883
6470;65.3125;0.1910405158996582;0.06591987609863281
6480;65.3125;0.19194650650024414;0.06923246383666992
6490;65.3125;0.19110345840454102;0.06533145904541016
6500;65.3125;0.1911158561706543;0.06562566757202148
6510;65.3125;0.1926591396331787;0.06498241424560547
6520;65.3125;0.19039487838745117;0.0652155876159668
6530;65.3125;0.19315481185913086;0.06595754623413086
6540;65.3125;0.19198369979858398;0.06452298164367676
6550;65.3125;0.18932485580444336;0.06557559967041016
6560;65.3125;0.19257569313049316;0.06598091125488281
6570;65.3125;0.1902012825012207;0.06468081474304199
6580;65.3125;0.19093894958496094;0.06510353088378906
6590;65.3125;0.19163131713867188;0.06642794609069824
6600;65.3125;0.19366908073425293;0.06619000434875488
6610;65.3125;0.21101021766662598;0.0665426254272461
6620;65.3125;0.18990230560302734;0.06671547889709473
6630;65.3125;0.19442391395568848;0.06598067283630371
6640;65.3125;0.19155478477478027;0.0660545825958252
6650;65.3125;0.19096803665161133;0.0666511058807373
6660;65.3125;0.19316458702087402;0.06580781936645508
6670;65.3125;0.19185709953308105;0.06628108024597168
6680;65.3125;0.19194364547729492;0.06647443771362305
6690;65.3125;0.19054961204528809;0.06600165367126465
6700;65.3125;0.19122052192687988;0.06559085845947266
6710;65.3125;0.1914522647857666;0.06585216522216797
6720;65.3125;0.19009184837341309;0.06501102447509766
6730;65.3125;0.1916816234588623;0.06641554832458496
6740;65.3125;0.19067049026489258;0.06649494171142578
6750;65.3125;0.1945500373840332;0.06590580940246582
6760;65.3125;0.2092130184173584;0.0659017562866211
6770;65.3125;0.19343256950378418;0.06608915328979492
6780;65.3125;0.1990361213684082;0.06891036033630371
6790;65.3125;0.19142365455627441;0.06486916542053223
6800;65.3125;0.1908407211303711;0.06508135795593262
6810;65.3125;0.19231605529785156;0.06544232368469238
6820;65.3125;0.19114279747009277;0.06551456451416016
6830;65.3125;0.19207406044006348;0.06622195243835449
6840;65.3125;0.19368195533752441;0.06548690795898438
6850;65.3125;0.20268917083740234;0.0668189525604248
6860;65.3125;0.1928713321685791;0.06573367118835449
6870;65.3125;0.1938629150390625;0.0663003921508789
6880;65.3125;0.19345736503601074;0.06658482551574707
6890;65.3125;0.1928880214691162;0.06583595275878906
6900;65.3125;0.19223237037658691;0.06605362892150879
6910;65.3125;0.21169042587280273;0.06630945205688477
6920;65.3125;0.19045042991638184;0.0661461353302002
6930;65.3125;0.19199562072753906;0.06598782539367676
6940;65.3125;0.19220948219299316;0.06584596633911133
6950;65.3125;0.19116520881652832;0.06686925888061523
6960;65.3125;0.19500327110290527;0.06628870964050293
6970;65.3125;0.19340753555297852;0.06661510467529297
6980;65.3125;0.1944594383239746;0.06597042083740234
6990;65.3125;0.1937394142150879;0.06583714485168457
7000;65.3125;0.19393134117126465;0.06715035438537598
7010;65.3125;0.19220995903015137;0.06644225120544434
7020;65.3125;0.1929781436920166;0.06522798538208008
7030;65.3125;0.19524431228637695;0.06617474555969238
7040;65.3125;0.1929481029510498;0.06673932075500488
7050;65.3125;0.19245505332946777;0.06604194641113281
7060;65.3125;0.2121591567993164;0.06707215309143066
7070;65.3125;0.1926121711730957;0.06540536880493164
7080;65.3125;0.1940748691558838;0.06624054908752441
7090;65.3125;0.19472384452819824;0.06664228439331055
7100;65.3125;0.19281959533691406;0.06692266464233398
7110;65.3125;0.19210028648376465;0.06618857383728027
7120;65.3125;0.19211483001708984;0.06676936149597168
7130;65.3125;0.19363951683044434;0.06651663780212402
7140;65.3125;0.19350552558898926;0.06574535369873047
7150;65.3125;0.19292807579040527;0.06704878807067871
7160;65.3125;0.1937415599822998;0.06569814682006836
7170;65.3125;0.19289350509643555;0.06777715682983398
7180;65.3125;0.1946089267730713;0.06521773338317871
7190;65.3125;0.19549131393432617;0.06588149070739746
7200;65.3125;0.19400882720947266;0.06519317626953125
7210;65.3125;0.2115943431854248;0.06563615798950195
7220;65.3125;0.1934196949005127;0.06652331352233887
7230;65.3125;0.1922156810760498;0.06554269790649414
7240;65.3125;0.1949326992034912;0.06635355949401855
7250;65.3125;0.20332574844360352;0.0664970874786377
7260;65.3125;0.19182109832763672;0.06533598899841309
7270;65.3125;0.19521403312683105;0.06675863265991211
7280;65.3125;0.1937570571899414;0.06583619117736816
7290;65.3125;0.19275879859924316;0.06656789779663086
7300;65.3125;0.19259238243103027;0.06630706787109375
7310;65.3125;0.19434762001037598;0.06633257865905762
7320;65.3125;0.19336223602294922;0.0653688907623291
7330;65.3125;0.1934502124786377;0.06685829162597656
7340;65.3125;0.1935896873474121;0.06734514236450195
7350;65.3125;0.19385814666748047;0.0662393569946289
7360;65.3125;0.21287846565246582;0.06655359268188477
7370;65.3125;0.19264006614685059;0.06704401969909668
7380;65.3125;0.19549775123596191;0.06657600402832031
7390;65.3125;0.19437384605407715;0.06697988510131836
7400;65.3125;0.19467425346374512;0.06628751754760742
7410;65.3125;0.1959395408630371;0.06741738319396973
7420;65.3125;0.19368624687194824;0.06667542457580566
7430;65.3125;0.1922740936279297;0.06694698333740234
7440;65.3125;0.19357848167419434;0.06678199768066406
7450;65.3125;0.19472146034240723;0.06798434257507324
7460;65.3125;0.19397568702697754;0.06667661666870117
7470;65.3125;0.1943671703338623;0.06631207466125488
7480;65.3125;0.19328975677490234;0.06603097915649414
7490;65.3125;0.19343781471252441;0.06540513038635254
7500;65.3125;0.19401788711547852;0.06558489799499512
7510;65.3125;0.2131178379058838;0.0665891170501709
7520;65.3125;0.19275665283203125;0.06516599655151367
7530;65.3125;0.19332265853881836;0.0664217472076416
7540;65.3125;0.20371150970458984;0.06897091865539551
7550;65.3125;0.2026221752166748;0.06811094284057617
7560;65.3125;0.19673705101013184;0.06833505630493164
7570;65.3125;0.19271230697631836;0.06538867950439453
7580;65.3125;0.19284987449645996;0.06483721733093262
7590;65.3125;0.19365978240966797;0.06822919845581055
7600;65.3125;0.18986225128173828;0.06486940383911133
7610;65.3125;0.1916794776916504;0.06492972373962402
7620;65.3125;0.20115184783935547;0.06897211074829102
7630;65.3125;0.19504380226135254;0.06682634353637695
7640;65.3125;0.19290828704833984;0.06635761260986328
7650;65.3125;0.19262337684631348;0.06645870208740234
7660;65.3125;0.21500420570373535;0.06705856323242188
7670;65.3125;0.20018219947814941;0.0673666000366211
7680;65.3125;0.19441771507263184;0.06780123710632324
7690;65.3125;0.19109582901000977;0.06628704071044922
7700;65.3125;0.1943974494934082;0.06627821922302246
7710;65.3125;0.1933443546295166;0.06644177436828613
7720;65.3125;0.19335389137268066;0.06656837463378906
7730;65.3125;0.1930537223815918;0.06700539588928223
7740;65.3125;0.1950821876525879;0.06708168983459473
7750;65.3125;0.1945657730102539;0.06721854209899902
7760;65.3125;0.19477415084838867;0.06530427932739258
7770;65.3125;0.19646644592285156;0.06598734855651855
7780;65.3125;0.19531679153442383;0.06784582138061523
7790;65.3125;0.19488978385925293;0.0686342716217041
7800;65.3125;0.19365644454956055;0.06679868698120117
7810;65.3125;0.21323823928833008;0.06601762771606445
7820;65.3125;0.1930856704711914;0.06647634506225586
7830;65.3125;0.19580554962158203;0.06663799285888672
7840;65.3125;0.19406700134277344;0.06633949279785156
7850;65.3125;0.1951146125793457;0.06616544723510742
7860;65.3125;0.19503426551818848;0.0663290023803711
7870;65.3125;0.1950969696044922;0.06647467613220215
7880;65.3125;0.1950209140777588;0.06716799736022949
7890;65.3125;0.19601678848266602;0.06730890274047852
7900;65.3125;0.19502019882202148;0.07367753982543945
7910;65.3125;0.19532537460327148;0.06680440902709961
7920;65.3125;0.194655179977417;0.06555342674255371
7930;65.3125;0.1956787109375;0.06752896308898926
7940;65.3125;0.19421958923339844;0.06657648086547852
7950;65.3125;0.1971726417541504;0.0702357292175293
7960;65.3125;0.21596693992614746;0.06698727607727051
7970;65.3125;0.19420599937438965;0.06700587272644043
7980;65.3125;0.19491195678710938;0.06574225425720215
7990;65.3125;0.19451689720153809;0.06661725044250488
8000;65.3125;0.1978456974029541;0.0682520866394043
8010;65.3125;0.19500207901000977;0.06693553924560547
8020;65.3125;0.1945805549621582;0.06706500053405762
8030;65.3125;0.19476532936096191;0.06769561767578125
8040;65.3125;0.19566559791564941;0.06826114654541016
8050;65.3125;0.1962568759918213;0.0675199031829834
8060;65.3125;0.19667315483093262;0.06798553466796875
8070;65.3125;0.19642210006713867;0.06635928153991699
8080;65.3125;0.20493078231811523;0.06922149658203125
8090;65.3125;0.19614362716674805;0.06639432907104492
8100;65.3125;0.19776606559753418;0.06766700744628906
8110;65.3125;0.2130720615386963;0.06743931770324707
8120;65.3125;0.199082612991333;0.07100653648376465
8130;65.3125;0.19597840309143066;0.06743597984313965
8140;65.3125;0.19641709327697754;0.0687863826751709
8150;65.3125;0.19521737098693848;0.06766653060913086
8160;65.3125;0.19482135772705078;0.06650280952453613
8170;65.3125;0.19660329818725586;0.06734657287597656
8180;65.3125;0.19624972343444824;0.06800365447998047
8190;65.3125;0.19649791717529297;0.06852865219116211
8200;65.3125;0.1960909366607666;0.06728196144104004
8210;65.3125;0.1949625015258789;0.06697916984558105
8220;65.3125;0.1954808235168457;0.06746912002563477
8230;65.3125;0.19697904586791992;0.06755781173706055
8240;65.3125;0.19536852836608887;0.06879210472106934
8250;65.3125;0.19653797149658203;0.06763076782226562
8260;65.3125;0.21611785888671875;0.06634020805358887
8270;65.3125;0.1944408416748047;0.06729626655578613
8280;65.3125;0.1969928741455078;0.06658172607421875
8290;65.3125;0.19645357131958008;0.06719446182250977
8300;65.3125;0.1972792148590088;0.06686711311340332
8310;65.3125;0.1963653564453125;0.06732940673828125
8320;65.3125;0.19570350646972656;0.06980657577514648
8330;65.3125;0.19874143600463867;0.06764578819274902
8340;65.3125;0.19657588005065918;0.0673372745513916
8350;65.3125;0.1971123218536377;0.06728982925415039
8360;65.3125;0.1972672939300537;0.0674896240234375
8370;65.3125;0.1959977149963379;0.06730008125305176
8380;65.3125;0.19696497917175293;0.06844091415405273
8390;65.3125;0.19800329208374023;0.06720614433288574
8400;65.3125;0.19670987129211426;0.06812667846679688
8410;65.3125;0.21544432640075684;0.06789016723632812
8420;65.3125;0.1972980499267578;0.06840229034423828
8430;65.3125;0.19804835319519043;0.06917262077331543
8440;65.3125;0.19707131385803223;0.06822085380554199
8450;65.3125;0.19751834869384766;0.06776237487792969
8460;65.3125;0.1960446834564209;0.06763672828674316
8470;65.3125;0.1967906951904297;0.06804585456848145
8480;65.3125;0.1978321075439453;0.0677652359008789
8490;65.3125;0.19847321510314941;0.06762361526489258
8500;65.3125;0.19769930839538574;0.0671391487121582
8510;65.3125;0.19786715507507324;0.06832599639892578
8520;65.3125;0.19909071922302246;0.06822013854980469
8530;65.3125;0.1981337070465088;0.06745624542236328
8540;65.3125;0.19838261604309082;0.06787633895874023
8550;65.3125;0.19661402702331543;0.06753921508789062
8560;65.3125;0.21701645851135254;0.06829476356506348
8570;65.3125;0.19789767265319824;0.06740927696228027
8580;66.25;0.1987309455871582;0.06903886795043945
8590;66.25;0.19803118705749512;0.06948089599609375
8600;66.25;0.20449233055114746;0.06765437126159668
8610;66.25;0.19719576835632324;0.06710386276245117
8620;66.25;0.19873285293579102;0.06821918487548828
8630;66.25;0.19756412506103516;0.06793618202209473
8640;66.25;0.1990067958831787;0.06852078437805176
8650;66.25;0.19914555549621582;0.06873655319213867
8660;66.25;0.2007160186767578;0.07176923751831055
8670;66.25;0.19774103164672852;0.06722497940063477
8680;66.25;0.19895315170288086;0.06827282905578613
8690;66.25;0.1976451873779297;0.06681680679321289
8700;66.25;0.19763588905334473;0.0677490234375
8710;66.25;0.21548247337341309;0.0685274600982666
8720;66.25;0.19831490516662598;0.06865048408508301
8730;66.25;0.20138001441955566;0.06779789924621582
8740;66.25;0.1978003978729248;0.0676124095916748
8750;66.25;0.1964719295501709;0.06816482543945312
8760;66.25;0.19866657257080078;0.06840300559997559
8770;66.25;0.19859647750854492;0.06766724586486816
8780;65.625;0.19971513748168945;0.06772661209106445
8790;65.625;0.19881510734558105;0.0668189525604248
8800;65.625;0.19811511039733887;0.06764388084411621
8810;65.625;0.19977784156799316;0.06833028793334961
8820;65.625;0.1961526870727539;0.0680396556854248
8830;65.625;0.19741082191467285;0.06678056716918945
8840;65.625;0.19965410232543945;0.06755304336547852
8850;65.625;0.1992175579071045;0.06779766082763672
8860;65.625;0.2172715663909912;0.06721687316894531
8870;65.625;0.20414113998413086;0.0740966796875
8880;65.625;0.19810938835144043;0.06733179092407227
8890;65.625;0.19878244400024414;0.06786274909973145
8900;65.9375;0.19648385047912598;0.06822776794433594
8910;65.9375;0.20204854011535645;0.06802606582641602
8920;65.9375;0.19888710975646973;0.06808185577392578
8930;65.9375;0.1985177993774414;0.06688213348388672
8940;65.9375;0.19904494285583496;0.06707191467285156
8950;65.9375;0.20137858390808105;0.06826615333557129
8960;65.9375;0.1985180377960205;0.06775927543640137
8970;65.9375;0.2001056671142578;0.06716442108154297
8980;65.9375;0.19952702522277832;0.06743407249450684
8990;65.9375;0.19995880126953125;0.06803297996520996
9000;65.9375;0.19830775260925293;0.06694912910461426
9010;65.9375;0.21650934219360352;0.06907272338867188
9020;65.9375;0.19972944259643555;0.06753683090209961
9030;65.9375;0.2001955509185791;0.06775736808776855
9040;65.9375;0.19919943809509277;0.07007431983947754
9050;65.9375;0.20014333724975586;0.06815147399902344
9060;65.9375;0.20034289360046387;0.06853508949279785
9070;65.9375;0.20010089874267578;0.06706500053405762
9080;65.9375;0.2005627155303955;0.0677804946899414
9090;65.9375;0.20053791999816895;0.06769943237304688
9100;65.9375;0.19890427589416504;0.06697368621826172
9110;65.9375;0.19867229461669922;0.06796479225158691
9120;65.9375;0.2065291404724121;0.06715583801269531
9130;65.9375;0.20088744163513184;0.06751489639282227
9140;65.9375;0.1995680332183838;0.06782865524291992
9150;65.9375;0.19932222366333008;0.06710696220397949
9160;65.9375;0.21924161911010742;0.0672760009765625
9170;65.9375;0.20009183883666992;0.06756997108459473
9180;65.9375;0.19924688339233398;0.06748223304748535
9190;65.9375;0.20100641250610352;0.06800293922424316
9200;65.9375;0.2006092071533203;0.0672001838684082
9210;65.9375;0.20000648498535156;0.06760644912719727
9220;65.9375;0.20035362243652344;0.06742024421691895
9230;65.9375;0.2071695327758789;0.06771254539489746
9240;65.9375;0.20758724212646484;0.07207012176513672
9250;65.9375;0.20066189765930176;0.06749296188354492
9260;65.9375;0.20532512664794922;0.06815266609191895
9270;65.9375;0.20035576820373535;0.06786203384399414
9280;65.9375;0.20016217231750488;0.06683802604675293
9290;65.9375;0.199812650680542;0.06807780265808105
9300;65.9375;0.20120453834533691;0.06868624687194824
9310;65.9375;0.2189502716064453;0.06846213340759277
9320;65.9375;0.2015073299407959;0.0682377815246582
9330;65.9375;0.200667142868042;0.06707334518432617
9340;65.9375;0.2016925811767578;0.0689394474029541
9350;65.9375;0.19991040229797363;0.06835198402404785
9360;65.9375;0.2032942771911621;0.06979131698608398
9370;65.9375;0.2057802677154541;0.06894302368164062
9380;65.9375;0.1998887062072754;0.06746792793273926
9390;65.9375;0.20196127891540527;0.06809258460998535
9400;65.9375;0.19939398765563965;0.06826972961425781
9410;65.9375;0.19976806640625;0.06798410415649414
9420;65.9375;0.20177149772644043;0.06929802894592285
9430;65.9375;0.2008204460144043;0.06701421737670898
9440;65.9375;0.2023930549621582;0.06801414489746094
9450;65.9375;0.20153141021728516;0.06813883781433105
9460;65.9375;0.22118902206420898;0.06839227676391602
9470;65.9375;0.20116138458251953;0.06851768493652344
9480;65.9375;0.2105422019958496;0.06827878952026367
9490;65.9375;0.20025205612182617;0.07142949104309082
9500;65.9375;0.20147347450256348;0.06870436668395996
9510;65.9375;0.2011580467224121;0.06855583190917969
9520;65.9375;0.2004547119140625;0.06708168983459473
9530;65.9375;0.2022261619567871;0.07048368453979492
9540;65.9375;0.20186090469360352;0.06793928146362305
9550;65.9375;0.19932055473327637;0.06774163246154785
9560;65.9375;0.20083904266357422;0.06882381439208984
9570;65.9375;0.20161843299865723;0.06843185424804688
9580;65.9375;0.2009892463684082;0.06805706024169922
9590;65.9375;0.20108389854431152;0.06794047355651855
9600;65.9375;0.2017366886138916;0.06958436965942383
9610;65.9375;0.22165608406066895;0.0689842700958252
9620;65.9375;0.203995943069458;0.07007789611816406
9630;65.9375;0.20044898986816406;0.07028579711914062
9640;65.9375;0.1993718147277832;0.06857895851135254
9650;65.9375;0.20066523551940918;0.06854367256164551
9660;65.9375;0.20217251777648926;0.06890463829040527
9670;65.9375;0.20145368576049805;0.06924557685852051
9680;65.9375;0.20149755477905273;0.06961679458618164
9690;65.9375;0.20258283615112305;0.07018828392028809
9700;65.9375;0.20145702362060547;0.06890320777893066
9710;65.9375;0.20107054710388184;0.07016324996948242
9720;65.9375;0.20051097869873047;0.06847906112670898
9730;65.9375;0.2019515037536621;0.06888270378112793
9740;65.9375;0.20155835151672363;0.06960725784301758
9750;65.9375;0.20384955406188965;0.06892061233520508
9760;65.9375;0.22361993789672852;0.06948447227478027
9770;65.9375;0.20166850090026855;0.06865119934082031
9780;65.9375;0.20300531387329102;0.06975674629211426
9790;65.9375;0.2024214267730713;0.06824254989624023
9800;65.9375;0.2013561725616455;0.06976127624511719
9810;65.9375;0.2023639678955078;0.07005000114440918
9820;66.25;0.20277619361877441;0.0703125
9830;66.25;0.2026970386505127;0.07044076919555664
9840;66.25;0.20366930961608887;0.06886792182922363
9850;66.25;0.20317983627319336;0.06993627548217773
9860;66.25;0.20278644561767578;0.06988024711608887
9870;66.25;0.2032029628753662;0.07053184509277344
9880;66.25;0.20348548889160156;0.06977581977844238
9890;66.25;0.20160841941833496;0.06962275505065918
9900;66.25;0.2025749683380127;0.06956791877746582
9910;66.25;0.2218620777130127;0.06998109817504883
9920;66.25;0.20436382293701172;0.07067513465881348
9930;66.25;0.2019670009613037;0.06987357139587402
9940;66.25;0.20376896858215332;0.07021522521972656
9950;66.25;0.20170927047729492;0.06960034370422363
9960;66.25;0.2014765739440918;0.06897807121276855
9970;66.25;0.2033376693725586;0.07068872451782227
9980;66.25;0.20449399948120117;0.07119035720825195
9990;66.25;0.2035987377166748;0.07079553604125977
